jʉλta+dial.var. sa	jʉttasa	adv ptcl
jʉλən	jʉλən	adv
jʉχ	jʉχ	subs
jʉχ	jʉχa	subs;DLAT
jʉχ	jʉχaŋ	subs;PROPR
jʉχ	jʉχət	subs;PL
jʉχ	jʉχətən	subs;PL;LOC
jʉχ	jʉχλaλən	subs;PL<3PL;LOC
jʉχ	jʉχλi	subs;ABE
jʉχ wʉrijən	jʉχ wʉrijən	subs
jʉχan	jʉχan	subs
jʉχan	jʉχanen	subs;SG<2SG
jʉχan	jʉχanət	subs;PL
jʉχan tij	jʉχan tijn	subs;LOC
jʉχi ji	jʉχi jitaλən	v;PTCP.PRS;3SG;LOC
jʉχi ji	jʉχi jiti	v;INF
jʉχi jʉχət	jʉχi jʉχtəs	v;PST[3SG]
jʉχi jʉχət	jʉχi jʉχətsəŋən	v;PST;3DU
jʉχi jʉχət	jʉχi jʉχətλət	v;PRS;3PL
jʉχi kɛrλə	jʉχi kɛrλəs	v;PST[3SG]
jʉχi man	jʉχi mana	v;IMP.2SG_
jʉχi man	jʉχi manset	v;PST;3PL
jʉχi man	jʉχi manti	v;INF
jʉχi man	jʉχi manti	v;PTCP.PRS
jʉχi man	jʉχi manəs	v;PST[3SG]
jʉχi man	jʉχi manλəman	v;PRS;1DU
jʉχi manijəλ	jʉχi manijəλsəm	v;PST;1SG
jʉχi pit	jʉχi pitəs	v;PST[3SG]
jʉχi rakn	jʉχi raknəs	v;PST[3SG]
jʉχi tɵ	jʉχi tɵλi	v;PRS;PASS[3SG]
jʉχi wʉχ	jʉχi wʉχsa	v;PST;PASS[3SG]
jʉχi šɵš	jʉχi šɵštaλən	v;PTCP.PRS;3SG;LOC
jʉχi šɵšəm	jʉχi šɵšməs	v;PST[3SG]
jʉχi λʉŋ	jʉχi λʉŋsəm	v;PST;1SG
jʉχi λʉŋ	jʉχi λʉŋsəŋən	v;PST;3DU
jʉχi λʉŋ	jʉχi λʉŋəs	v;PST[3SG]
jʉχi λʉŋ	jʉχi λʉŋəλ	v;PRS[3SG]
jʉχi λʉŋəλt	jʉχi λʉŋəλλa	v;PRS;PASS[3SG]
jʉχi λʉŋɛmə	jʉχi λʉŋɛməs	v;PST[3SG]
jʉχi χaś	jʉχi χatśi	v
jʉχi χaś	jʉχi χatˊtˊən	v;PRS;2SG
jʉχi=	jʉχ	prvb
jʉχi=	jʉχi	prvb
jʉχtijəλ	jʉχtijəλsəm	v;PST;1SG
jʉχtiλə	jʉχtiλəs	v;PST[3SG]
jʉχət	jʉχtəm	v;PTCP.PST
jʉχət	jʉχtəs	v;PST[3SG]
jʉχət	jʉχətmanən	v;PTCP.PST;2DU;LOC
jʉχət	jʉχətsaŋən	v;PST;3DU
jʉχət	jʉχətsən	v;PST;2SG
jʉχət	jʉχətsət	v;PST;3PL
jʉχət	jʉχətsəŋən	v;PST;3DU
jʉχət	jʉχətt	v;PRS[3SG]
jʉχət	jʉχəttaλən	v;PTCP.PRS;3SG;LOC
jʉχət	jʉχətteλ	v;PTCP.PRS;3SG
jʉχət	jʉχəttəw	v;PRS;1PL
jʉχət	jʉχətəλ	v;PRS[3SG]
jʉχət	jʉχətλət	v;PRS;3PL
jʉχλi	jʉχλi	adv
kanš	kanši	v
kanš	kanšəλ	v;PRS[3SG]
kanš	kanλət	v;PRS;3PL
kanš	kašman	v;CVB
kanšańś	kanšańśəm	v;PTCP.PST
karśat	karśat	subs
karəś	karśa	adj;DLAT
karəś	karəś	adj
karəš	karəšən	subs;LOC
kas	kasλəmən	v;PRS;1DU
kat	kat	cardnum
katna tʉχnɛmə	katna tʉχnɛməs	v;PST[3SG]
katən	katən	cardnum
kašaŋ	kašaŋa	adj;DLAT
kaλ+dial.var.	kattət	v;PRS;3PL
ki	ki	cconj
ki	ki	ptcl
kij	kijən	subs;SG<3DU
kim	kim	adv
kim rakən	kim raknəs	v;PST[3SG]
kim ɛt	kim ɛta	v;IMP.2SG_
kim ɛt	kim ɛtəs	v;PST[3SG]
kim ɛt	kim ɛtəλ	v;PRS[3SG]
kim ɛt	kim ɛtλət	v;PRS;3PL
kim ɛtλˊə	kim ɛtλˊəλəm	v;PRS;1SG
kimpija	kimpija	pstp
kimət	kimət	ordnum
kiməλ	kiməλa	subs;DLAT
kimλi	kimλi	adv
kimλən	kimλən	pstp
kit	kitsəλλe	v;PST;SG<3SG
kit	kitəs	v;PST[3SG]
kińśi+dial.var.	kińśa	pstp
kińśi+dial.var.	kińśaλa	pstp;3SG;DLAT
kiλi	kiλeλ	subs;in;law;SG<3SG
kiλi	kiλeλən	subs;in;law;SG<3SG;LOC
kiλilɛŋki	kiλilɛŋkeλ	subs;in;law;SG<3SG
kămən	kămən	adv
kărti	kărtaŋ	subs;PROPR
kărti	kărti	subs
kărti	kărtija	subs;DLAT
kărɛmiλ	kărɛmiλajje	v;IMP.2SG_ filling_syllable
kărɛmə	kărɛməs	v;PST[3SG]
kăsəm	kăsəm	nprop
kăsəm	kăsəmən	nprop;LOC
kăsəm jʉχan	kăsəm jʉχan	nprop
kăsλ	kăsəλti	v;INF
kăsλ	kăsəλλəman	v;PRS;1DU
kăsλəptə	kăsλəptəti	v;INF
kătra	kătra	adv
kătəλ	kătəλsa	v;PST;PASS[3SG]
kătəλ	kătəλsɛm	v;PST;SG<1SG
kătəλ	kătəλəs	v;PST[3SG]
kătəλ	kătəλλəmən	v;PRS;1DU
kătəλ	kătλe	v;IMP.SG<2SG
kătλəs+dial.var.	kăttəsman	v;CVB
kăwrəm	kăwrəm	adj
kăwər	kăwərəλ	v;PRS[3SG]
kăwərt	kăwərsət	v;PST;3PL
kăwərt	kăwərtəm	v;PTCP.PST
kăwərt	kăwərλa	v;PRS;PASS[3SG]
kăwərt	kăwərλət	v;PRS;3PL
kăš	kašəλ	subs;SG<3SG
kăšaś	kăšaśtəm	v;PRS;1SG
kăšaś	kăšaśtən	v;PRS;2SG
kăšaś	kăšaśəs	v;PST[3SG]
kăšəŋ	kăšəŋ	adj
kăλ tʉr	kăλ tʉr	subs
kăλ tʉr	kăλ tʉrən	subs;LOC
kɛj	kɛjλət	v;PRS;3PL
kɛm	kɛm	ptcl
kɛma	kɛma	pstp
kɛmən	kɛmən	pstp
kɛn	kɛn	adj
kɛpəλ	kɛpλi	subs;PROPR
kɛri	kɛrijəλ	v;PRS[3SG]
kɛw	kɛw	nprop
kɛw	kɛw	subs
kɛw	kɛwa	subs;DLAT
kɛw	kɛwən	nprop;LOC
kɛw	kɛwəŋ	subs;PROPR
kɛw iki	kɛw iki	nprop
kɛši	kɛšeλ	subs;SG<3SG
kɛši	kɛši	subs
kɛši	kɛšijən	subs;LOC
kɛši	kɛšəλən	subs;SG<3SG;LOC
kɛši+dial.var.	kɛša	pstp
kɛλ	kɛλ	subs
kɛλ+dial.var.	kɛt	subs
kɛλ+dial.var.	kɛta	subs;DLAT
kɛλi	kaλeλ	subs;SG<3SG
kɛλi	kaλi	subs
kɛλi	kaλəŋ	subs;PROPR
kɛλi	kɛλi	subs
kɛλi	kɛλɛm	subs;SG<1SG
kɵkkɵk	kɵkkɵk	subs
kɵr	kɵr	subs
kɵrt	kɵrt	subs
kɵrt	kɵrta	subs;DLAT
kɵrt	kɵrtən	subs;LOC
kɵrt	kɵrtəλa	subs;SG<3SG;DLAT
kɵrt	kɵrtɛməna	subs;SG<1DU;DLAT
kʉkər	kʉkər	subs
kʉmi	kʉmi	nprop
kʉnšɛmə	kʉnšɛməs	v;PST[3SG]
kʉnšɛmə	kʉnšɛməsi	v;PST;PASS[3SG]
kʉr	kʉr	subs
kʉr	kʉra	subs;DLAT
kʉr	kʉrew	subs;SG<1PL
kʉr	kʉrijen	subs;DIM.MEL;SG<2SG
kʉr	kʉrŋəλ	subs;DU<3SG
kʉr	kʉrŋəλam	subs;DU<1SG
kʉr	kʉrŋəλəm	subs;DU<1SG
kʉr	kʉrən	subs;LOC
kʉr	kʉrəŋ	subs;PROPR
kʉr	kʉrəλ	subs;SG<3SG
kʉr	kʉrɛm	subs;SG<1SG
kʉr	kʉrλi	subs;ABE
kʉr	kʉrλən	subs;PL<3DU
kʉrińńa	kʉrińńa	nprop
kʉrt	kʉrsəλλe	v;PST;SG<3SG
kʉrək	kʉrek	subs
kʉrək	kʉrək	subs
kʉrək	kʉrəkən	subs;LOC
kʉrəs pʉχ	kʉrəs pʉχa	subs;DLAT
kʉta	kʉta	pstp
kʉteλən	kʉteλən	adv
kʉtən	kʉtən	adv
kʉtən	kʉtən	pstp
kʉtəp	kʉtpijenən	subs;DIM.MEL;SG<2SG;LOC
kʉtəp	kʉtpəλ	subs;SG<3SG
kʉtəp	kʉtəp	subs
kʉtəp	kʉtəpa	subs;DLAT
kʉtəp	kʉtəpən	subs;LOC
kʉtəpa	kʉtəpa	pstp
kʉtəpən	kʉtəpən	pstp
kʉtər	kʉtərsa	v;PST;PASS[3SG]
kʉtər	kʉtərλa	v;PRS;PASS[3SG]
kʉtλəp	kʉtλəpəλ	subs;SG<3SG
kʉśma iki	kʉśma iki	nprop
kʉš	kʉš	ptcl
kʉλ	kʉλa	adj;DLAT
lap pɛnt	lap pɛntəm	v;PTCP.PST
lap tɵχər	lap tɵχərsətte	v;PST;DU<3SG
lap tʉwɛmə	lap tʉwɛmətenən	v;PTCP.PRS;2SG;LOC
lap wʉ	lap wʉsi	v;PST;PASS[3SG]
lap šɵš	lap šɵšsa	v;PST;PASS[3SG]
lap χɵrλɛmə	lap χɵrλɛməλən	v;PRS;2SG
lipaś	lipaś	adj
lipət	liptəŋ	subs;PROPR
lipət	lipət	subs
lăkka	lăkka	pstp
lɛpək sʉχ	lɛpək sʉχət	subs;PL
lɵńi	lɵńi	adj
lɵśmi	lɵśmi	nprop
lʉk	lʉk	subs
lʉk	lʉka	subs;DLAT
lʉk	lʉkət	subs;PL
lʉp	lʉptət	v;PRS;3PL
lʉp	lʉpəm	v;PTCP.PST
lʉp	lʉpəs	v;PST[3SG]
lʉp	lʉpət	v;PRS[3SG]
lʉp	lʉpəλ	v;PRS[3SG]
lʉp	lʉpλa	v;PRS;PASS[3SG]
lʉp	lʉpλət	v;PRS;3PL
lʉp	lʉpλəλλe	v;PRS;PL<3SG
lʉpijəλ	lʉpijəλ	v;PRS[3SG]
lʉpijəλ	lʉpijəλteλ	v;PTCP.PRS;3PL
lʉpijəλ	lʉpijəλət	v;PRS;3PL
lʉpijəλ	lʉpijəλλət	v;PRS;3PL
lʉt	lʉt	subs
lʉt	lʉta	subs;DLAT
lʉt	lʉtəλ	subs;SG<3SG
ma	matɛm	v;PRS;SG<1SG
man	mana	v;IMP.2SG_
man	manati	v;IMP.2PL
man	manmeλ	v;PTCP.PST;3PL
man	mans	v;PST[3SG]
man	mansət	v;PST;3PL
man	mantanan	v;PTCP.PRS;3DU;LOC
man	mantaλ	v;PTCP.PRS;3SG
man	manti	v;INF
man	manti	v;PTCP.PRS
man	mantət	v;PRS;3PL
man	mantɛm	v;PTCP.PRS;1SG
man	manəm	v;PTCP.PST
man	manəs	v;PST[3SG]
man	manəλ	v;PRS[3SG]
man	manλa	v;PRS;PASS[3SG]
man	manλəm	v;PRS;1SG
man	manλəmən	v;PRS;1DU
man	manλən	v;PRS;2SG
man	manλət	v;PRS;3PL
man	manλəw	v;PRS;1PL
manšańś	manšańśəs	v;PST[3SG]
manšə	manšəs	v;PST[3SG]
manšə	manšətenən	v;PTCP.PRS;2SG;LOC
manətti	manti	ppron
manətti	manət	ppron
manətti	manətti	ppron
manɛma	manɛma	ppron
manλ	manλaλəw	v;PRS;1PL
mar	mar	subs
mar	mareλən	subs;3SG;LOC
mar	marən	subs;LOC
mar	marɛmən	pstp;1SG;LOC
mar	marɛmən	subs;1SG;LOC
marək	marəka	subs;DLAT
marɛmə	marɛməten	v;PTCP.PRS;2SG
mata	mata	indfpro
mata	mata	irogpro
matajəλ	matajəλ	adv
matte	matte	ptcl
mattirən	mattirn	adv
mattirən	mattirən	adv
maλatti	maλattija	subs;DLAT
mil	miləp	subs;PROPR
min	min	ppron
mir	mir	subs
mir	mirən	subs;LOC
mir	mirəta	subs;PL;DLAT
mitra	mitra	subs
miš nɛ	miš nɛ	subs
mă	mă	ppron
măw	măwəŋ	subs;PROPR
mɛlək	mɛlək	adj
